,CO2 factor,Date
421,0.257815829470314,2022-01-05 01:15:00-08:00
422,0.217001968625401,2022-01-05 01:30:00-08:00
423,0.217001968625401,2022-01-05 01:45:00-08:00
424,0.217001968625401,2022-01-05 02:00:00-08:00
425,0.217001968625401,2022-01-05 02:15:00-08:00
426,0.23800557492051466,2022-01-05 02:30:00-08:00
427,0.2983652153511833,2022-01-05 02:45:00-08:00
428,0.2937967609535113,2022-01-05 03:00:00-08:00
429,0.317548250955284,2022-01-05 03:15:00-08:00
430,0.330713966077603,2022-01-05 03:30:00-08:00
431,0.3343780178671197,2022-01-05 03:45:00-08:00
432,0.30028690955261533,2022-01-05 04:00:00-08:00
433,0.2974198321549817,2022-01-05 04:15:00-08:00
434,0.29763573109794234,2022-01-05 04:30:00-08:00
435,0.297172682721196,2022-01-05 04:45:00-08:00
436,0.28546077319662805,2022-01-05 05:00:00-08:00
437,0.31221635625079963,2022-01-05 05:15:00-08:00
438,0.3394870387375217,2022-01-05 05:30:00-08:00
439,0.3635361654632597,2022-01-05 05:45:00-08:00
440,0.37485504856073565,2022-01-05 06:00:00-08:00
441,0.39470620923355165,2022-01-05 06:15:00-08:00
442,0.42553592299614734,2022-01-05 06:30:00-08:00
443,0.45334253030207866,2022-01-05 06:45:00-08:00
444,0.4429394429623117,2022-01-05 07:00:00-08:00
445,0.424536254793248,2022-01-05 07:15:00-08:00
446,0.405840965134099,2022-01-05 07:30:00-08:00
447,0.390706518733214,2022-01-05 07:45:00-08:00
448,0.39362160125336837,2022-01-05 08:00:00-08:00
449,0.38595671716639063,2022-01-05 08:15:00-08:00
450,0.31848176939007666,2022-01-05 08:30:00-08:00
451,0.267339782668692,2022-01-05 08:45:00-08:00
452,0.5187229008995267,2022-01-05 09:00:00-08:00
453,0.41620652209886466,2022-01-05 09:15:00-08:00
454,0.35122702157831065,2022-01-05 09:30:00-08:00
455,0.39347272083719464,2022-01-05 09:45:00-08:00
456,0.40813205552651133,2022-01-05 10:00:00-08:00
457,0.38568372836727766,2022-01-05 10:15:00-08:00
458,0.379560915759998,2022-01-05 10:30:00-08:00
459,0.39812777806448135,2022-01-05 10:45:00-08:00
460,0.38225247908247867,2022-01-05 11:00:00-08:00
461,0.39543174684021504,2022-01-05 11:15:00-08:00
462,0.3585569123180583,2022-01-05 11:30:00-08:00
463,0.3385371628178577,2022-01-05 11:45:00-08:00
464,0.29047755671683,2022-01-05 12:00:00-08:00
465,0.281325953488946,2022-01-05 12:15:00-08:00
466,0.286009977612811,2022-01-05 12:30:00-08:00
467,0.312883140948979,2022-01-05 12:45:00-08:00
468,0.319672663789409,2022-01-05 13:00:00-08:00
469,0.31767136647116,2022-01-05 13:15:00-08:00
470,0.31948647639332367,2022-01-05 13:30:00-08:00
471,0.31960279076981396,2022-01-05 13:45:00-08:00
472,0.301009691953177,2022-01-05 14:00:00-08:00
473,0.306318452855082,2022-01-05 14:15:00-08:00
474,0.32639464684784336,2022-01-05 14:30:00-08:00
475,0.33021621699698667,2022-01-05 14:45:00-08:00
476,0.21936665528889635,2022-01-05 15:00:00-08:00
477,0.26799217079445065,2022-01-05 15:15:00-08:00
478,0.308762593705335,2022-01-05 15:30:00-08:00
479,0.374240165988301,2022-01-05 15:45:00-08:00
480,0.35680847341921,2022-01-05 16:00:00-08:00
481,0.3862370283600976,2022-01-05 16:15:00-08:00
482,0.5280540641358467,2022-01-05 16:30:00-08:00
483,0.66375,2022-01-05 16:45:00-08:00
484,0.4390455672692677,2022-01-05 17:00:00-08:00
485,0.453005650507428,2022-01-05 17:15:00-08:00
486,0.453481333117558,2022-01-05 17:30:00-08:00
487,0.45412222880705594,2022-01-05 17:45:00-08:00
488,0.45394619347669535,2022-01-05 18:00:00-08:00
489,0.4507245880723573,2022-01-05 18:15:00-08:00
490,0.449625831736519,2022-01-05 18:30:00-08:00
491,0.4462910394869404,2022-01-05 18:45:00-08:00
492,0.4652762711503124,2022-01-05 19:00:00-08:00
493,0.45925641885751833,2022-01-05 19:15:00-08:00
494,0.45129297964454235,2022-01-05 19:30:00-08:00
495,0.443897236996807,2022-01-05 19:45:00-08:00
496,0.44453726392762505,2022-01-05 20:00:00-08:00
497,0.447785676742678,2022-01-05 20:15:00-08:00
498,0.4407727588129573,2022-01-05 20:30:00-08:00
499,0.4350072045968067,2022-01-05 20:45:00-08:00
500,0.43692763289273234,2022-01-05 21:00:00-08:00
501,0.432059878718764,2022-01-05 21:15:00-08:00
502,0.430399234090006,2022-01-05 21:30:00-08:00
503,0.423911443550179,2022-01-05 21:45:00-08:00
504,0.41536978338108804,2022-01-05 22:00:00-08:00
