date,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Solar Zenith Angle,Year
2018-10-04 08:00:00,10,4,8,0,174,122,145,18.5,68.87,2018
2018-10-04 08:30:00,10,4,8,30,320,152,378,19.4,63.54,2018
2018-10-04 09:00:00,10,4,9,0,322,210,215,20.3,58.52,2018
2018-10-04 09:30:00,10,4,9,30,388,242,248,21.0,53.9,2018
2018-10-04 10:00:00,10,4,10,0,328,257,110,21.700000000000003,49.81,2018
2018-10-04 10:30:00,10,4,10,30,161,153,11,22.1,46.41,2018
2018-10-04 11:00:00,10,4,11,0,467,300,232,22.5,43.85,2018
2018-10-04 11:30:00,10,4,11,30,491,303,254,22.700000000000003,42.31,2018
2018-10-04 12:00:00,10,4,12,0,334,274,81,22.9,41.88,2018
2018-10-04 12:30:00,10,4,12,30,612,279,452,23.0,42.61,2018
2018-10-04 13:00:00,10,4,13,0,644,208,611,23.1,44.44,2018
2018-10-04 13:30:00,10,4,13,30,602,186,613,22.8,47.23,2018
2018-10-04 14:00:00,10,4,14,0,508,217,461,22.6,50.83,2018
2018-10-04 14:30:00,10,4,14,30,544,100,775,22.200000000000003,55.08,2018
2018-10-04 15:00:00,10,4,15,0,467,93,744,21.8,59.81,2018
2018-10-04 15:30:00,10,4,15,30,379,86,692,21.8,64.93,2018
2018-10-04 16:00:00,10,4,16,0,286,74,630,20.6,70.32000000000001,2018
2018-10-04 16:30:00,10,4,16,30,192,60,541,19.700000000000003,75.92,2018
2018-10-04 17:00:00,10,4,17,0,100,43,390,18.8,81.66,2018
2018-10-04 17:30:00,10,4,17,30,25,19,136,17.7,87.39,2018
2018-10-04 18:00:00,10,4,18,0,0,0,0,16.7,93.58,2018
2018-10-04 18:30:00,10,4,18,30,0,0,0,16.1,99.55,2018
2018-10-04 19:00:00,10,4,19,0,0,0,0,15.4,105.51,2018
2018-10-04 19:30:00,10,4,19,30,0,0,0,14.9,111.41,2018
2018-10-04 20:00:00,10,4,20,0,0,0,0,14.4,117.22,2018
2018-10-04 20:30:00,10,4,20,30,0,0,0,13.9,122.87,2018
2018-10-04 21:00:00,10,4,21,0,0,0,0,13.5,128.29,2018
2018-10-04 21:30:00,10,4,21,30,0,0,0,13.1,133.37,2018
2018-10-04 22:00:00,10,4,22,0,0,0,0,12.7,137.98,2018
2018-10-04 22:30:00,10,4,22,30,0,0,0,12.5,141.93,2018
2018-10-04 23:00:00,10,4,23,0,0,0,0,12.2,144.99,2018
2018-10-04 23:30:00,10,4,23,30,0,0,0,12.0,146.89,2018
2018-10-05 00:00:00,10,5,0,0,0,0,0,11.8,147.42000000000002,2018
2018-10-05 00:30:00,10,5,0,30,0,0,0,11.7,146.53,2018
2018-10-05 01:00:00,10,5,1,0,0,0,0,11.6,144.32,2018
2018-10-05 01:30:00,10,5,1,30,0,0,0,11.6,141.02,2018
2018-10-05 02:00:00,10,5,2,0,0,0,0,11.6,136.89,2018
2018-10-05 02:30:00,10,5,2,30,0,0,0,11.6,132.15,2018
2018-10-05 03:00:00,10,5,3,0,0,0,0,11.6,126.97,2018
2018-10-05 03:30:00,10,5,3,30,0,0,0,11.6,121.49,2018
2018-10-05 04:00:00,10,5,4,0,0,0,0,11.6,115.8,2018
2018-10-05 04:30:00,10,5,4,30,0,0,0,11.6,109.98,2018
2018-10-05 05:00:00,10,5,5,0,0,0,0,11.5,104.06,2018
2018-10-05 05:30:00,10,5,5,30,0,0,0,11.8,98.11,2018
2018-10-05 06:00:00,10,5,6,0,2,3,17,12.1,92.15,2018
2018-10-05 06:30:00,10,5,6,30,44,26,254,13.5,86.04,2018
2018-10-05 07:00:00,10,5,7,0,125,45,477,15.0,80.3,2018
2018-10-05 07:30:00,10,5,7,30,228,55,651,15.9,74.61,2018
2018-10-05 08:00:00,10,5,8,0,327,64,736,16.900000000000002,69.07000000000001,2018
2018-10-05 08:30:00,10,5,8,30,422,71,795,17.900000000000002,63.76,2018
2018-10-05 09:00:00,10,5,9,0,509,75,837,18.9,58.76,2018
2018-10-05 09:30:00,10,5,9,30,586,81,863,20.200000000000003,54.17,2018
2018-10-05 10:00:00,10,5,10,0,592,151,687,21.5,50.11,2018
2018-10-05 10:30:00,10,5,10,30,691,102,860,22.8,46.73,2018
2018-10-05 11:00:00,10,5,11,0,737,91,901,24.200000000000003,44.2,2018
2018-10-05 11:30:00,10,5,11,30,757,94,902,24.9,42.68,2018
2018-10-05 12:00:00,10,5,12,0,755,105,878,25.700000000000003,42.26,2018
2018-10-05 12:30:00,10,5,12,30,666,202,635,25.700000000000003,43.0,2018
2018-10-05 13:00:00,10,5,13,0,633,199,612,25.8,44.83,2018
2018-10-05 13:30:00,10,5,13,30,678,94,866,25.9,47.61,2018
2018-10-05 14:00:00,10,5,14,0,618,95,834,26.0,51.2,2018
2018-10-05 14:30:00,10,5,14,30,555,85,829,25.5,55.43,2018
2018-10-05 15:00:00,10,5,15,0,474,80,791,25.0,60.15,2018
2018-10-05 15:30:00,10,5,15,30,384,74,741,25.0,65.25,2018
2018-10-05 16:00:00,10,5,16,0,287,66,667,23.6,70.64,2018
2018-10-05 16:30:00,10,5,16,30,190,55,568,22.4,76.23,2018
2018-10-05 17:00:00,10,5,17,0,97,41,403,21.1,81.95,2018
2018-10-05 17:30:00,10,5,17,30,24,18,141,19.8,87.66,2018
2018-10-05 18:00:00,10,5,18,0,0,0,0,18.5,93.88,2018
2018-10-05 18:30:00,10,5,18,30,0,0,0,17.6,99.84,2018
2018-10-05 19:00:00,10,5,19,0,0,0,0,16.7,105.8,2018
2018-10-05 19:30:00,10,5,19,30,0,0,0,16.3,111.71,2018
2018-10-05 20:00:00,10,5,20,0,0,0,0,15.8,117.52,2018
2018-10-05 20:30:00,10,5,20,30,0,0,0,15.5,123.18,2018
2018-10-05 21:00:00,10,5,21,0,0,0,0,15.2,128.61,2018
2018-10-05 21:30:00,10,5,21,30,0,0,0,15.1,133.71,2018
2018-10-05 22:00:00,10,5,22,0,0,0,0,15.0,138.34,2018
2018-10-05 22:30:00,10,5,22,30,0,0,0,15.0,142.3,2018
2018-10-05 23:00:00,10,5,23,0,0,0,0,14.9,145.37,2018
2018-10-05 23:30:00,10,5,23,30,0,0,0,14.6,147.28,2018
2018-10-06 00:00:00,10,6,0,0,0,0,0,14.3,147.81,2018
2018-10-06 00:30:00,10,6,0,30,0,0,0,14.2,146.89,2018
2018-10-06 01:00:00,10,6,1,0,0,0,0,14.2,144.65,2018
2018-10-06 01:30:00,10,6,1,30,0,0,0,14.1,141.32,2018
2018-10-06 02:00:00,10,6,2,0,0,0,0,14.0,137.15,2018
2018-10-06 02:30:00,10,6,2,30,0,0,0,13.9,132.38,2018
2018-10-06 03:00:00,10,6,3,0,0,0,0,13.8,127.19,2018
2018-10-06 03:30:00,10,6,3,30,0,0,0,13.7,121.69,2018
2018-10-06 04:00:00,10,6,4,0,0,0,0,13.5,115.99,2018
2018-10-06 04:30:00,10,6,4,30,0,0,0,13.4,110.15,2018
2018-10-06 05:00:00,10,6,5,0,0,0,0,13.3,104.24,2018
2018-10-06 05:30:00,10,6,5,30,0,0,0,13.4,98.28,2018
2018-10-06 06:00:00,10,6,6,0,2,3,17,13.4,92.33,2018
2018-10-06 06:30:00,10,6,6,30,33,21,187,14.8,86.21000000000001,2018
2018-10-06 07:00:00,10,6,7,0,127,40,526,16.1,80.48,2018
2018-10-06 07:30:00,10,6,7,30,135,67,258,17.6,74.81,2018
2018-10-06 08:00:00,10,6,8,0,309,69,677,19.1,69.28,2018
2018-10-06 08:30:00,10,6,8,30,421,63,817,20.5,63.99,2018
2018-10-06 09:00:00,10,6,9,0,477,95,742,21.8,59.01,2018
2018-10-06 09:30:00,10,6,9,30,589,74,886,22.700000000000003,54.44,2018
2018-10-06 10:00:00,10,6,10,0,656,82,901,23.5,50.4,2018
2018-10-06 10:30:00,10,6,10,30,709,83,919,24.1,47.06,2018
2018-10-06 11:00:00,10,6,11,0,749,85,932,24.700000000000003,44.55,2018
2018-10-06 11:30:00,10,6,11,30,772,85,940,25.0,43.05,2018
2018-10-06 12:00:00,10,6,12,0,778,85,942,25.4,42.65,2018
2018-10-06 12:30:00,10,6,12,30,767,85,939,25.5,43.39,2018
2018-10-06 13:00:00,10,6,13,0,742,85,933,25.700000000000003,45.21,2018
2018-10-06 13:30:00,10,6,13,30,698,82,920,25.700000000000003,47.99,2018
2018-10-06 14:00:00,10,6,14,0,641,80,903,25.6,51.57,2018
2018-10-06 14:30:00,10,6,14,30,570,75,880,25.4,55.78,2018
2018-10-06 15:00:00,10,6,15,0,488,71,847,25.200000000000003,60.49,2018
2018-10-06 15:30:00,10,6,15,30,397,66,800,25.200000000000003,65.58,2018
2018-10-06 16:00:00,10,6,16,0,297,58,732,24.3,70.95,2018
2018-10-06 16:30:00,10,6,16,30,196,51,624,23.3,76.53,2018
2018-10-06 17:00:00,10,6,17,0,98,37,449,22.200000000000003,82.25,2018
2018-10-06 17:30:00,10,6,17,30,22,16,161,20.8,87.94,2018
2018-10-06 18:00:00,10,6,18,0,0,0,0,19.4,94.16,2018
2018-10-06 18:30:00,10,6,18,30,0,0,0,19.0,100.13,2018
2018-10-06 19:00:00,10,6,19,0,0,0,0,18.5,106.09,2018
2018-10-06 19:30:00,10,6,19,30,0,0,0,18.3,112.0,2018
2018-10-06 20:00:00,10,6,20,0,0,0,0,18.1,117.82,2018
2018-10-06 20:30:00,10,6,20,30,0,0,0,18.3,123.49,2018
2018-10-06 21:00:00,10,6,21,0,0,0,0,18.4,128.93,2018
2018-10-06 21:30:00,10,6,21,30,0,0,0,18.4,134.05,2018
2018-10-06 22:00:00,10,6,22,0,0,0,0,18.4,138.69,2018
2018-10-06 22:30:00,10,6,22,30,0,0,0,18.2,142.68,2018
2018-10-06 23:00:00,10,6,23,0,0,0,0,18.0,145.76,2018
2018-10-06 23:30:00,10,6,23,30,0,0,0,17.5,147.67000000000002,2018
2018-10-07 00:00:00,10,7,0,0,0,0,0,17.1,148.19,2018
2018-10-07 00:30:00,10,7,0,30,0,0,0,16.7,147.25,2018
2018-10-07 01:00:00,10,7,1,0,0,0,0,16.3,144.98,2018
2018-10-07 01:30:00,10,7,1,30,0,0,0,16.1,141.61,2018
2018-10-07 02:00:00,10,7,2,0,0,0,0,16.0,137.41,2018
2018-10-07 02:30:00,10,7,2,30,0,0,0,15.8,132.62,2018
2018-10-07 03:00:00,10,7,3,0,0,0,0,15.6,127.4,2018
2018-10-07 03:30:00,10,7,3,30,0,0,0,15.5,121.89,2018
2018-10-07 04:00:00,10,7,4,0,0,0,0,15.3,116.18,2018
2018-10-07 04:30:00,10,7,4,30,0,0,0,15.2,110.33,2018
2018-10-07 05:00:00,10,7,5,0,0,0,0,15.0,104.41,2018
2018-10-07 05:30:00,10,7,5,30,0,0,0,15.0,98.45,2018
2018-10-07 06:00:00,10,7,6,0,0,0,0,15.0,92.5,2018
2018-10-07 06:30:00,10,7,6,30,40,24,260,16.2,86.39,2018
2018-10-07 07:00:00,10,7,7,0,126,41,522,17.3,80.67,2018
2018-10-07 07:30:00,10,7,7,30,226,54,663,18.5,75.0,2018
2018-10-07 08:00:00,10,7,8,0,328,64,754,19.700000000000003,69.49,2018
2018-10-07 08:30:00,10,7,8,30,425,71,814,20.9,64.22,2018
2018-10-07 09:00:00,10,7,9,0,514,76,856,22.0,59.26,2018
2018-10-07 09:30:00,10,7,9,30,594,80,889,23.0,54.71,2018
2018-10-07 10:00:00,10,7,10,0,661,81,915,24.0,50.7,2018
2018-10-07 10:30:00,10,7,10,30,712,85,926,24.700000000000003,47.38,2018
2018-10-07 11:00:00,10,7,11,0,748,89,931,25.5,44.9,2018
2018-10-07 11:30:00,10,7,11,30,767,94,927,25.9,43.42,2018
2018-10-07 12:00:00,10,7,12,0,766,100,911,26.4,43.03,2018
2018-10-07 12:30:00,10,7,12,30,755,99,909,26.8,43.78,2018
2018-10-07 13:00:00,10,7,13,0,727,97,901,27.1,45.6,2018
2018-10-07 13:30:00,10,7,13,30,682,96,882,27.200000000000003,48.370000000000005,2018
2018-10-07 14:00:00,10,7,14,0,623,95,857,27.3,51.93,2018
2018-10-07 14:30:00,10,7,14,30,550,95,817,27.1,56.13,2018
2018-10-07 15:00:00,10,7,15,0,464,93,761,27.0,60.82,2018
2018-10-07 15:30:00,10,7,15,30,373,85,706,27.0,65.9,2018
2018-10-07 16:00:00,10,7,16,0,274,74,622,26.200000000000003,71.26,2018
2018-10-07 16:30:00,10,7,16,30,177,59,517,24.6,76.83,2018
2018-10-07 17:00:00,10,7,17,0,86,39,363,23.1,82.54,2018
2018-10-07 17:30:00,10,7,17,30,17,14,104,21.5,88.21000000000001,2018
2018-10-07 18:00:00,10,7,18,0,0,0,0,19.9,94.45,2018
2018-10-07 18:30:00,10,7,18,30,0,0,0,19.4,100.42,2018
2018-10-07 19:00:00,10,7,19,0,0,0,0,18.8,106.38,2018
2018-10-07 19:30:00,10,7,19,30,0,0,0,18.4,112.3,2018
2018-10-07 20:00:00,10,7,20,0,0,0,0,18.0,118.12,2018
2018-10-07 20:30:00,10,7,20,30,0,0,0,17.6,123.8,2018
2018-10-07 21:00:00,10,7,21,0,0,0,0,17.2,129.25,2018
2018-10-07 21:30:00,10,7,21,30,0,0,0,16.8,134.38,2018
2018-10-07 22:00:00,10,7,22,0,0,0,0,16.5,139.04,2018
2018-10-07 22:30:00,10,7,22,30,0,0,0,16.3,143.05,2018
2018-10-07 23:00:00,10,7,23,0,0,0,0,16.0,146.14,2018
2018-10-07 23:30:00,10,7,23,30,0,0,0,15.7,148.05,2018
2018-10-08 00:00:00,10,8,0,0,0,0,0,15.5,148.57,2018
2018-10-08 00:30:00,10,8,0,30,0,0,0,15.2,147.61,2018
2018-10-08 01:00:00,10,8,1,0,0,0,0,15.0,145.3,2018
2018-10-08 01:30:00,10,8,1,30,0,0,0,14.8,141.9,2018
2018-10-08 02:00:00,10,8,2,0,0,0,0,14.7,137.67000000000002,2018
2018-10-08 02:30:00,10,8,2,30,0,0,0,14.5,132.85,2018
2018-10-08 03:00:00,10,8,3,0,0,0,0,14.4,127.61,2018
2018-10-08 03:30:00,10,8,3,30,0,0,0,14.3,122.09,2018
2018-10-08 04:00:00,10,8,4,0,0,0,0,14.2,116.36,2018
2018-10-08 04:30:00,10,8,4,30,0,0,0,14.0,110.51,2018
2018-10-08 05:00:00,10,8,5,0,0,0,0,13.9,104.58,2018
2018-10-08 05:30:00,10,8,5,30,0,0,0,14.0,98.63,2018
2018-10-08 06:00:00,10,8,6,0,0,0,0,14.2,92.68,2018
2018-10-08 06:30:00,10,8,6,30,39,23,272,16.1,86.56,2018
2018-10-08 07:00:00,10,8,7,0,124,38,542,18.1,80.86,2018
2018-10-08 07:30:00,10,8,7,30,222,48,680,19.4,75.2,2018
2018-10-08 08:00:00,10,8,8,0,321,56,764,20.700000000000003,69.71000000000001,2018
2018-10-08 08:30:00,10,8,8,30,416,61,822,21.9,64.45,2018
2018-10-08 09:00:00,10,8,9,0,503,66,861,23.0,59.5,2018
2018-10-08 09:30:00,10,8,9,30,580,69,890,24.200000000000003,54.98,2018
2018-10-08 10:00:00,10,8,10,0,645,72,910,25.3,51.0,2018
2018-10-08 10:30:00,10,8,10,30,696,74,924,26.200000000000003,47.7,2018
2018-10-08 11:00:00,10,8,11,0,733,76,933,27.1,45.25,2018
2018-10-08 11:30:00,10,8,11,30,754,77,938,27.6,43.79,2018
2018-10-08 12:00:00,10,8,12,0,759,77,939,28.200000000000003,43.42,2018
2018-10-08 12:30:00,10,8,12,30,749,78,935,28.4,44.17,2018
2018-10-08 13:00:00,10,8,13,0,721,77,927,28.700000000000003,45.98,2018
2018-10-08 13:30:00,10,8,13,30,679,76,915,28.700000000000003,48.74,2018
2018-10-08 14:00:00,10,8,14,0,622,73,897,28.700000000000003,52.29,2018
2018-10-08 14:30:00,10,8,14,30,552,70,872,28.4,56.47,2018
2018-10-08 15:00:00,10,8,15,0,471,67,837,28.1,61.15,2018
2018-10-08 15:30:00,10,8,15,30,380,61,790,28.1,66.22,2018
2018-10-08 16:00:00,10,8,16,0,284,56,722,27.0,71.57000000000001,2018
2018-10-08 16:30:00,10,8,16,30,184,46,618,25.200000000000003,77.13,2018
2018-10-08 17:00:00,10,8,17,0,90,34,450,23.3,82.83,2018
2018-10-08 17:30:00,10,8,17,30,18,14,144,21.8,88.48,2018
2018-10-08 18:00:00,10,8,18,0,0,0,0,20.200000000000003,94.74,2018
2018-10-08 18:30:00,10,8,18,30,0,0,0,19.5,100.7,2018
2018-10-08 19:00:00,10,8,19,0,0,0,0,18.8,106.66,2018
2018-10-08 19:30:00,10,8,19,30,0,0,0,18.3,112.58,2018
2018-10-08 20:00:00,10,8,20,0,0,0,0,17.900000000000002,118.42,2018
2018-10-08 20:30:00,10,8,20,30,0,0,0,17.6,124.1,2018
2018-10-08 21:00:00,10,8,21,0,0,0,0,17.3,129.57,2018
2018-10-08 21:30:00,10,8,21,30,0,0,0,17.1,134.71,2018
2018-10-08 22:00:00,10,8,22,0,0,0,0,16.900000000000002,139.39,2018
2018-10-08 22:30:00,10,8,22,30,0,0,0,16.7,143.41,2018
2018-10-08 23:00:00,10,8,23,0,0,0,0,16.400000000000002,146.52,2018
2018-10-08 23:30:00,10,8,23,30,0,0,0,16.1,148.44,2018
2018-10-09 00:00:00,10,9,0,0,0,0,0,15.8,148.94,2018
2018-10-09 00:30:00,10,9,0,30,0,0,0,15.6,147.96,2018
2018-10-09 01:00:00,10,9,1,0,0,0,0,15.3,145.63,2018
2018-10-09 01:30:00,10,9,1,30,0,0,0,15.0,142.19,2018
2018-10-09 02:00:00,10,9,2,0,0,0,0,14.7,137.93,2018
2018-10-09 02:30:00,10,9,2,30,0,0,0,14.4,133.09,2018
2018-10-09 03:00:00,10,9,3,0,0,0,0,14.1,127.83,2018
2018-10-09 03:30:00,10,9,3,30,0,0,0,13.9,122.28,2018
2018-10-09 04:00:00,10,9,4,0,0,0,0,13.7,116.55,2018
2018-10-09 04:30:00,10,9,4,30,0,0,0,13.6,110.69,2018
2018-10-09 05:00:00,10,9,5,0,0,0,0,13.5,104.76,2018
2018-10-09 05:30:00,10,9,5,30,0,0,0,13.6,98.8,2018
2018-10-09 06:00:00,10,9,6,0,0,0,0,13.6,92.85,2018
2018-10-09 06:30:00,10,9,6,30,35,23,214,15.1,86.73,2018
2018-10-09 07:00:00,10,9,7,0,112,43,440,16.5,81.04,2018
2018-10-09 07:30:00,10,9,7,30,213,54,632,17.8,75.4,2018
2018-10-09 08:00:00,10,9,8,0,303,69,683,19.1,69.92,2018
2018-10-09 08:30:00,10,9,8,30,409,68,796,20.8,64.67,2018
2018-10-09 09:00:00,10,9,9,0,497,72,843,22.5,59.75,2018
2018-10-09 09:30:00,10,9,9,30,574,78,870,24.4,55.25,2018
2018-10-09 10:00:00,10,9,10,0,638,83,888,26.200000000000003,51.3,2018
2018-10-09 10:30:00,10,9,10,30,691,85,906,27.200000000000003,48.03,2018
2018-10-09 11:00:00,10,9,11,0,711,109,860,28.3,45.6,2018
2018-10-09 11:30:00,10,9,11,30,709,142,791,28.8,44.16,2018
2018-10-09 12:00:00,10,9,12,0,710,148,778,29.3,43.8,2018
2018-10-09 12:30:00,10,9,12,30,648,208,617,29.200000000000003,44.55,2018
2018-10-09 13:00:00,10,9,13,0,631,193,635,29.1,46.36,2018
2018-10-09 13:30:00,10,9,13,30,577,198,579,28.6,49.11,2018
2018-10-09 14:00:00,10,9,14,0,568,129,723,28.0,52.65,2018
2018-10-09 14:30:00,10,9,14,30,542,87,831,27.1,56.82,2018
2018-10-09 15:00:00,10,9,15,0,462,79,802,26.1,61.48,2018
2018-10-09 15:30:00,10,9,15,30,371,73,749,26.1,66.54,2018
2018-10-09 16:00:00,10,9,16,0,275,65,675,23.700000000000003,71.88,2018
2018-10-09 16:30:00,10,9,16,30,176,53,565,22.1,77.43,2018
2018-10-09 17:00:00,10,9,17,0,82,38,369,20.5,83.11,2018
2018-10-09 17:30:00,10,9,17,30,13,12,61,18.9,88.73,2018
2018-10-09 18:00:00,10,9,18,0,0,0,0,17.3,95.02,2018
2018-10-09 18:30:00,10,9,18,30,0,0,0,16.6,100.98,2018
2018-10-09 19:00:00,10,9,19,0,0,0,0,15.8,106.95,2018
2018-10-09 19:30:00,10,9,19,30,0,0,0,15.4,112.87,2018
2018-10-09 20:00:00,10,9,20,0,0,0,0,15.0,118.71,2018
2018-10-09 20:30:00,10,9,20,30,0,0,0,14.6,124.4,2018
2018-10-09 21:00:00,10,9,21,0,0,0,0,14.2,129.88,2018
2018-10-09 21:30:00,10,9,21,30,0,0,0,14.0,135.04,2018
2018-10-09 22:00:00,10,9,22,0,0,0,0,13.8,139.74,2018
2018-10-09 22:30:00,10,9,22,30,0,0,0,13.8,143.78,2018
2018-10-09 23:00:00,10,9,23,0,0,0,0,13.9,146.9,2018
2018-10-09 23:30:00,10,9,23,30,0,0,0,13.8,148.83,2018
2018-10-10 00:00:00,10,10,0,0,0,0,0,13.8,149.32,2018
2018-10-10 00:30:00,10,10,0,30,0,0,0,13.7,148.32,2018
2018-10-10 01:00:00,10,10,1,0,0,0,0,13.7,145.95000000000002,2018
2018-10-10 01:30:00,10,10,1,30,0,0,0,13.6,142.48,2018
2018-10-10 02:00:00,10,10,2,0,0,0,0,13.5,138.19,2018
2018-10-10 02:30:00,10,10,2,30,0,0,0,13.3,133.32,2018
2018-10-10 03:00:00,10,10,3,0,0,0,0,13.2,128.04,2018
2018-10-10 03:30:00,10,10,3,30,0,0,0,13.1,122.48,2018
2018-10-10 04:00:00,10,10,4,0,0,0,0,13.0,116.73,2018
2018-10-10 04:30:00,10,10,4,30,0,0,0,12.9,110.87,2018
2018-10-10 05:00:00,10,10,5,0,0,0,0,12.8,104.93,2018
2018-10-10 05:30:00,10,10,5,30,0,0,0,12.8,98.98,2018
2018-10-10 06:00:00,10,10,6,0,0,0,0,12.7,93.03,2018
2018-10-10 06:30:00,10,10,6,30,33,25,152,13.5,86.9,2018
2018-10-10 07:00:00,10,10,7,0,111,50,402,14.2,81.23,2018
2018-10-10 07:30:00,10,10,7,30,205,64,566,15.0,75.60000000000001,2018
2018-10-10 08:00:00,10,10,8,0,304,75,675,15.8,70.13,2018
2018-10-10 08:30:00,10,10,8,30,399,82,748,17.0,64.9,2018
2018-10-10 09:00:00,10,10,9,0,486,86,801,18.1,60.0,2018
2018-10-10 09:30:00,10,10,9,30,565,88,842,19.8,55.53,2018
2018-10-10 10:00:00,10,10,10,0,632,88,876,21.4,51.59,2018
2018-10-10 10:30:00,10,10,10,30,683,90,893,22.4,48.35,2018
2018-10-10 11:00:00,10,10,11,0,719,91,903,23.4,45.95,2018
2018-10-10 11:30:00,10,10,11,30,740,92,909,24.1,44.52,2018
2018-10-10 12:00:00,10,10,12,0,744,92,909,24.700000000000003,44.18,2018
2018-10-10 12:30:00,10,10,12,30,731,92,903,25.0,44.94,2018
2018-10-10 13:00:00,10,10,13,0,703,92,891,25.4,46.74,2018
2018-10-10 13:30:00,10,10,13,30,660,92,875,25.3,49.48,2018
2018-10-10 14:00:00,10,10,14,0,602,88,854,25.3,53.01,2018
2018-10-10 14:30:00,10,10,14,30,531,85,823,24.9,57.16,2018
2018-10-10 15:00:00,10,10,15,0,450,81,782,24.5,61.81,2018
2018-10-10 15:30:00,10,10,15,30,360,73,729,24.5,66.85,2018
2018-10-10 16:00:00,10,10,16,0,264,66,646,22.700000000000003,72.18,2018
2018-10-10 16:30:00,10,10,16,30,166,55,521,21.1,77.72,2018
2018-10-10 17:00:00,10,10,17,0,76,38,329,19.5,83.4,2018
2018-10-10 17:30:00,10,10,17,30,12,11,71,18.0,88.98,2018
2018-10-10 18:00:00,10,10,18,0,0,0,0,16.5,95.3,2018
2018-10-10 18:30:00,10,10,18,30,0,0,0,15.8,101.26,2018
2018-10-10 19:00:00,10,10,19,0,0,0,0,15.1,107.23,2018
2018-10-10 19:30:00,10,10,19,30,0,0,0,14.9,113.15,2018
2018-10-10 20:00:00,10,10,20,0,0,0,0,14.7,119.0,2018
2018-10-10 20:30:00,10,10,20,30,0,0,0,14.5,124.7,2018
2018-10-10 21:00:00,10,10,21,0,0,0,0,14.3,130.19,2018
2018-10-10 21:30:00,10,10,21,30,0,0,0,14.0,135.37,2018
2018-10-10 22:00:00,10,10,22,0,0,0,0,13.8,140.08,2018
2018-10-10 22:30:00,10,10,22,30,0,0,0,13.5,144.14,2018
2018-10-10 23:00:00,10,10,23,0,0,0,0,13.2,147.28,2018
2018-10-10 23:30:00,10,10,23,30,0,0,0,13.0,149.21,2018
2018-10-11 00:00:00,10,11,0,0,0,0,0,12.8,149.70000000000002,2018
2018-10-11 00:30:00,10,11,0,30,0,0,0,12.7,148.67000000000002,2018
2018-10-11 01:00:00,10,11,1,0,0,0,0,12.5,146.27,2018
2018-10-11 01:30:00,10,11,1,30,0,0,0,12.5,142.76,2018
2018-10-11 02:00:00,10,11,2,0,0,0,0,12.4,138.44,2018
2018-10-11 02:30:00,10,11,2,30,0,0,0,12.5,133.55,2018
2018-10-11 03:00:00,10,11,3,0,0,0,0,12.7,128.25,2018
2018-10-11 03:30:00,10,11,3,30,0,0,0,12.8,122.68,2018
2018-10-11 04:00:00,10,11,4,0,0,0,0,12.9,116.92,2018
2018-10-11 04:30:00,10,11,4,30,0,0,0,13.0,111.05,2018
2018-10-11 05:00:00,10,11,5,0,0,0,0,13.1,105.11,2018
2018-10-11 05:30:00,10,11,5,30,0,0,0,13.3,99.15,2018
2018-10-11 06:00:00,10,11,6,0,0,0,0,13.4,93.21,2018
2018-10-11 06:30:00,10,11,6,30,20,19,28,14.1,87.08,2018
2018-10-11 07:00:00,10,11,7,0,95,59,242,14.7,81.42,2018
2018-10-11 07:30:00,10,11,7,30,184,87,397,15.4,75.8,2018
2018-10-11 08:00:00,10,11,8,0,258,112,435,16.0,70.35000000000001,2018
2018-10-11 08:30:00,10,11,8,30,266,168,233,17.3,65.14,2018
2018-10-11 09:00:00,10,11,9,0,441,141,605,18.6,60.25,2018
2018-10-11 09:30:00,10,11,9,30,531,135,705,19.9,55.8,2018
2018-10-11 10:00:00,10,11,10,0,599,131,758,21.3,51.89,2018
2018-10-11 10:30:00,10,11,10,30,650,134,782,22.0,48.67,2018
2018-10-11 11:00:00,10,11,11,0,687,136,798,22.8,46.29,2018
2018-10-11 11:30:00,10,11,11,30,710,134,813,23.4,44.89,2018
2018-10-11 12:00:00,10,11,12,0,717,131,823,24.1,44.56,2018
2018-10-11 12:30:00,10,11,12,30,708,126,827,24.4,45.32,2018
2018-10-11 13:00:00,10,11,13,0,683,120,828,24.8,47.12,2018
2018-10-11 13:30:00,10,11,13,30,641,114,817,24.9,49.85,2018
2018-10-11 14:00:00,10,11,14,0,586,109,799,25.0,53.36,2018
2018-10-11 14:30:00,10,11,14,30,517,103,771,24.8,57.5,2018
2018-10-11 15:00:00,10,11,15,0,437,95,732,24.6,62.14,2018
2018-10-11 15:30:00,10,11,15,30,348,86,674,24.6,67.16,2018
2018-10-11 16:00:00,10,11,16,0,253,77,585,23.6,72.48,2018
2018-10-11 16:30:00,10,11,16,30,157,62,457,22.1,78.01,2018
2018-10-11 17:00:00,10,11,17,0,66,40,240,20.700000000000003,83.68,2018
2018-10-11 17:30:00,10,11,17,30,10,9,47,19.3,89.23,2018
2018-10-11 18:00:00,10,11,18,0,0,0,0,17.900000000000002,95.58,2018
2018-10-11 18:30:00,10,11,18,30,0,0,0,17.3,101.54,2018
2018-10-11 19:00:00,10,11,19,0,0,0,0,16.7,107.5,2018
2018-10-11 19:30:00,10,11,19,30,0,0,0,16.1,113.43,2018
2018-10-11 20:00:00,10,11,20,0,0,0,0,15.4,119.28,2018
